title,content,writer,time
"""작심삼년(作心三年)은 없다""…입사 3년차 비긴어게인(20)","-올해부터 포스코에서 포스코그룹으로 확대 …15개사에서 271명 참여

포스코인재창조원이 경주 라한호텔에서 포스코그룹 15개사 입사 3년차 직원 271명을 대상으로 6월 12일, 15일, 19일 3차수에 거쳐 1박 2일간 비긴어게인 과정을 진행했다.

▲비긴어게인 교육에 참석한 입사 3년차 포스코그룹 15개사 직원들이 포스코역사관 앞에서 기념사진을 찍고 있다.


포스코인재창조원은 지난해 포스코 입사 3년차 직원을 대상으로 비긴어게인 과정을 도입하고, 저근속 직원들이 포스코인으로서 자긍심을 높이고 기업시민 문화화에 동참할 수 있도록 지원했다. 지주사 전환 2년 차를 맞은 올해는 과정을 그룹사까지 확대해 포스코그룹 저근속 직원들의 역량을 강화하고, 포스코DNA 내재화를 통해 자부심과 유대감을 높일 수 있게 했다.

포스코인재창조원은 회사에서 중추적인 역할을 할 저근속 직원들이 일의 의미와 성장을 고민할 수 있도록 ‘성장’에 초점을 맞춰 교육콘텐츠를 준비하고, 전면 체험과 토론식 워크숍 방식으로 과정을 운영했다.


특히, 이번 교육 대상자들은 2021년 코로나 시기에 입사해 비대면으로 신입사원교육을 받은 직원들로 이번 교육에서 처음으로 동기들을 직접 만날 수 있었다. 이에, 교육 첫날 참석자들은 입사 후 3년간 일들을 공유하고, 자신을 소개하는 키워드 도출 등 서로 가까워질 수 있는 아이스브레이킹으로 교육을 시작했다.

▲비긴어게인 교육생이 성장 마인드셋 인식과 나의 강점 탐색 프로그램에 참여하고 있다.

이어, ‘성장 마인드셋 인식과 나의 강점 탐색 프로그램’을 통해 지난 3년간 조직에서의 성장과정을 돌아보고, 자신의 강점을 찾아 조직과 개인이 함께 성장할 수 있는 커리어 플랜을 수립했다. 또, 교육장에 마련된 인생네컷 포토부스에서 동기들과 사진 찍으며 추억을 나누고, 저녁에는 호텔 레스토랑에서 와인 테이스팅, 와인잔 구분법 등 와인매너와 포크, 나이프 사용 등 테이블 매너를 배웠다.

이튿날에는 스페이스워크와 파크1538을 견학하고, 포스코휴먼스에서 세탁봉사활동 등을 펼쳤다.

▲비긴어게인 교육생들이 인생네컷 포토부스 앞에서 동기들과 함께 사진 찍을 차례를 기다리고 있다.


교육에 참석한 한 직원은 “회사와 개인의 성장을 함께 고민할 수 있는 체험형태의 이번 교육이 매우 유익했다. 특히, 동기들을 처음으로 직접 만날 수 있어서 좋았고, 교육에서 동기부여가 많이 된 것 같다. 교육에서 세운 계획을 바탕으로 업무에 복귀해 열심히 일 할 수 있을 것 같다.”고 말했다.

한편, 포스코인재창조원은 교육생들이 교육과정에서 세운 역량개발계획을 러닝플랫폼에 등록하고, 지속적으로 리더의 코칭을 받으며 성장할 수 있도록 지원할 계획이다.
김지민 커뮤니케이터",김지민 커뮤니케이터,2023.07.03 16:17:17
"""제2 출발을 응원합니다"" ... 정년 앞둔 부부 초청 GLD워크숍 개최(6)","– 6월 13일과 21일 광양, 포항에서 각각
 첫 교육… 7월까지 지역별로 4차수씩 진행

포스코인재창조원이 6월 13일 광양 락희호텔, 6월 21일 포항 라한호텔에서 각각 정년퇴직을 앞둔 포스코 직원과 배우자를 초청해 GLD(Green Life Design) 부부워크숍을 개최했다.
GLD는 정년퇴직을 앞둔 직원들이 퇴직 후 변화하는 삶을 미리 준비해 행복한 인생 후반전을 설계할 수 있도록 돕는 재취업지원 교육과정으로, 워크숍은 7월까지 포항과 광양에서 각각 4차수씩 열린다.


▲포스코인재창조원이 6월 13일 광양 락희호텔에서 GLD 부부워크숍을 개최했다.
이번 워크숍은 ‘행복한 부부, 아름다운 동행’을 주제로 퇴직 후 달라지는 일상과 인간관계, 재무와 건강 관리에 대해 부부가 서로 소통하며 새로운 공동의 목표를 세울 수 있도록 지원했다.
교육 참석자들은 퇴직 후 마주할 수 있는 삶의 단계별 위험 요소를 미리 점검하고, 적정 생활비 도출, 연금 수급, 주택연금 가입 등 노후 자산관리 방안 등을 학습했다. 또, 잘못된 생활습관으로 생길 수 있는 고혈압, 당뇨, 비만 등의 예방법과 건강한 식생활, 운동법 등을 전문가에게 배우는 시간을 가졌다.
워크숍에 참석한 직원 배우자 양윤자 씨는 “40여년 성실하게 회사 생활을 한 남편에게 감사드린다. 퇴직이 몇 달 남지 않아 막연한 걱정이 있었는데, 퇴직 후 인생 준비법을 알려준 회사에도 고맙다. 워크숍에서 배운 내용을 잘 실천해 인생 2막을 멋지게 시작하겠다.”고 말했다.
포스코인재창조원은 정년퇴직을 앞둔 직원들이 인생 후반을 미리 준비할 수 있도록 58세 대상 GLD예비과정, 60세 대상 본과정을 운영하며 체계적인 은퇴설계를 돕고있다. 앞으로도 교육과정을 더욱 전문화해 재취업ㆍ창업ㆍ귀농귀촌 등 다양한 진로설계와 성공사례 교육으로 실행력을 높이고, 개인 맞춤형 컨설팅도 제공해 직원들이 퇴직 이후 행복한 삶을 꾸릴 수 있도록 지원해 나갈 계획이다.김지민 커뮤니케이터",김지민 커뮤니케이터,2023.06.23 14:09:12
사무계 직원 활용성 높인 뉴칼라 교육 개설(6),"- 6월 12일부터 5일간 포항에서 첫번째 교육실시… 포항, 광양, 서울에서 각각 2차수씩 진행- 프로그래밍 언어 파이썬 활용방법과 업무자동화하는 코딩방법 등 실습
포스코인재창조원이 사무계 직원들의 활용성을 높인 뉴칼라 교육을 개설하고 교육에 들어갔다. 6월 12일부터 16일까지 포항에서 첫 번째 교육을 가졌으며, 포항, 광양, 서울에서 각각 2차수씩 진행할 예정이다.

포스코는 2021년 IT와 코딩, 데이터분석 역량을 갖춘 뉴칼라 인재를 육성하는 뉴칼라 제도를 도입하고, 역량별로 4개 레벨로 구분해 직원들을 교육해 왔다. 지난 2년간 교육을 통해 제철소 AI 도입과 데이터에 기반한 불량조치 등 조업역량은 향상됐으나, 뉴칼라 교육이 통계와 데이터 분석 중심으로 이뤄져 사무계 직원들의 활용도가 낮다는 개선의견들이 있었다.

▲포항에서 열린 사무계 뉴칼라 레벨2 교육에 참석한 직원이 텍스트분석 기법을 활용한 실습을 하고 있다.


이에, 포스코인재창조원은 업무자동화(RPA : Robotic Process Automation, 단순하고 반복적인 업무를 자동화하는 기술)와 텍스트분석 기술 등 사무계 직원들의 활용도를 높인 뉴칼라 교육을 레벨2단계에 별도로 신설했다. 기본적인 통계와 데이터 시각화를 배우는 레벨1단계는 공통으로 운영하고, IT기술을 활용해 데이터를 분석하는 레벨2단계를 현장직과 구분해 교육 효과를 높인 것이다. 장기 과제로 수행하는 레벨 3~4단계는 기존대로 운영한다.

이번 과정은 데이터분석, 텍스트분석, 업무자동화, 모의과제실습으로 구성했으며,참석자들은 이론학습과 실습을 통해 데이터분석에 대한 기초개념을 이해하고 코딩기본기를 다졌다. 특히, 참석자들은 통계, 데이타분석, 업무자동화, 이미지ㆍ오디오 편집 등에 다양하게 활용되는 프로그래밍 언어 파이썬 활용방법과 웹사이트에서 데이터를 수집하고 이를 보고서 형태로 변환해 ECM에 등록 후 메일로 발송하는 일련의 작업을 자동화하는 코딩방법 등을 실습하며 현업 적용도를 높였다.
 

교육에 참석한 한 사무계 직원은 “그동안 뉴칼라 레벨2 교육내용이 어렵고 활용도가 떨어졌는데, 이번 교육은 실제 업무와 관련이 있어 집중도 잘되었고, 나도 루틴하게 반복되는 업무를 자동화를 할 수 있겠다는 자신감이 생겼다. ”고 말했다.
한편, 사무계 뉴칼라 레벨2 교육 수강자들에게는 3분기부터 분기별 1회씩 진행하는 뉴칼라 레벨2 인증시험 응시자격이 주어진다.
김지민 커뮤니케이터",김지민 커뮤니케이터,2023.06.22 12:12:03
그룹사 QSS 정보교류회에서 혁신 노하우 전수 받아요(20),"- 5월 25일부터 이틀간 포항 인재창조원에서 12개 그룹사 45명 참석- 그룹사별 QSS 활동현황과 제조경쟁력 높이는 우수사례 공유

포스코인재창조원이 5월 25일부터 이틀간 포항 인재창조원에서 그룹사 QSS 정보교류회를 열었다.

코로나 이후 3년 만에 재개한 교류회에는 포스코, 포스코인터내셔널, 포스코퓨처엠, 포스코엠텍, 포스코필바라솔루션, 포스코HY클린메탈 등 12개 그룹사 QSS 담당자 45명이 참석했다.

▲5월 25일부터 이틀간 포항 인재창조원에서 열린 그룹사 QSS 정보교류회에서 참석자들이 기념사진을 찍고 있다.


참석자들은 포스코그룹 QSS 담당자들과 교류하며, 그룹사별 QSS 활동체계, 운영현황, 인재양성 제도 등을 공유하고, 낭비 발굴과 작업환경 개선 등 QSS 우수사례 등을 벤치마킹했다. 특히, 교류회에 처음 참석한 친환경 미래소재 분야 신생 회사 참석자들은 우수 혁신활동 사례를 배우며, 제조경쟁력을 높일 수 있는 노하우를 전수받았다.

QSS 활동 애로사항과 개선방안 관련 토론에서는 QSS 활동보고서에 따른 업무 부담을 줄이고, 그룹사가 공동으로 사용할 수 있는 개선과제 평가와 보상제안 관련 통합시스템을 만들자는 아이디어가 나왔다. 또, 개선리더 연수 등 체계적인 교육과 엔지니어와 사무직원들의 참여를 확대시키는 변화관리 프로그램이 필요하다는 의견 등이 있었다.

교류회에 참석한 포스코HY클린메탈 김용진 주임은 “처음으로 교류회에 참석했는데 매우 의미 있는 시간이었다. QSS 활동의 중요성을 느꼈고, 업무에 복귀해 교류회에서 얻은 노하우를 바탕으로 회사 QSS 활동체계를 정립하고, QSS 활동을 활성화해 회사의 혁신을 이끌어 나가겠다.”고 말했다.

인재창조원 김순기 원장은 “포스코가 2005년에 시작한 QSS 활동은 현장 곳곳을 개선하며 안전하고 쾌적한 작업환경을 조성했으며, 설비 강건화를 통한 생산성 향상에도 기여해왔다. 앞으로도 소통을 바탕으로 개선사항을 발굴하는 혁신활동을 지속해 포스코그룹의 경쟁력을 강화해 나가자.”고 말했다.

한편, 포스코인재창조원은 11월에도 그룹사 QSS 정보교류회를 개최해 소통을 강화하며 QSS활동을 내실화하고, QSS 인재양성과 현장개선 활동 등을 적극 지원해 나갈 계획이다.
김지민 커뮤니케이터",김지민 커뮤니케이터,2023.06.02 14:09:41
고용노동부 안전보건교육기관평가에서 A등급 획득(4),"- 지난해 포스코그룹 59개사 6200여명 대상 법정 안전보건교육 실시- 실습중심 교육, 맞춤형 커리큘럼, 만족도 등 평가항목 전반에서 높은 점수 받아

포스코인재창조원이 올해 처음으로 참여한 고용노동부 주관 근로자 안전보건교육기관평가에서 상위 15% 수준인 A등급을 획득했다.
매년 전국 150개 안전보건교육기관을 대상으로 진행하는 안전보건교육기관평가는 법정 안전보건교육의 품질과 교육 참여 사업장의 재해예방 수준 향상을 도모하고 있다.

교육기획, 운영, 성과 등 교육 전반에 걸쳐 33개의 세부지표를 마련해 서류와 현장심사를 통해 S에서 D까지 5개 등급으로 평가하며, 주요 안전보건교육기관평가 항목에는 △연간 교육계획과 운영 △강사 역량개발 △시설과 장비 △교육생 관리 △학습자 만족도 △정책 참여도 △교육프로그램 자체평가 등이 있다.

▲포스코인재창조원 안전보건교육에 참석한 교육생들이
 VR기기를 활용해 안전사고를 간접 체험하고 있다.



지난해 우수한 교육 인프라와 전문강사를 활용해 포스코그룹 59개사 6200여명에게 법정 안전보건교육을 한 포스코인재창조원은 평가 항목 전반에서 우수한 점수를 획득했다.


특히, 스마트 심폐소생술, VR활용 위험성평가 등 실습중심의 교육과 학습자별 맞춤형 커리큘럼 개발, 강사 전문성과 학습자 만족도에서 높은 평가를 받았다.
포스코인재창조원 관계자는 “안전을 최우선 핵심가치로 산업안전보건법 기준에 맞춰 체계적으로 안전보건교육을 했는데, A등급이라는 좋은 결실을 맺어 보람을 느낀다. 앞으로도 포스코그룹 전문교육기관으로서 안전관련 실습교육을 확대하고, 포스코그룹 전 임직원 안전마인드 내재화와 안전문화 조성에 앞장서겠다” 고 말했다.
포스코인재창조원은 올해도 포스코그룹과 관계사 1만 1000명 대상 법정 안전보건교육, 안전 마인드와 리더십 교육, 공정안전관리·위험성평가 교육 등을 진행하며 포스코그룹 안전보건역량 향상에 기여하고 있다.
김지민 커뮤니케이터",김지민 커뮤니케이터,2023.05.23 13:50:59
배려와 이해 쌓는 부부명상캠프...힐링하며 마음 챙겨요(9),"- 4월부터 11월말까지 직원과 배우자 160명 대상 총 8차수 운영
- 1박 2일동안 명상과 소통프로그램 참여…회복탄력성 강화해 건강한 조직문화 형성

포스코인재창조원이 4월 5일 직원과 배우자 대상 부부명상캠프를 시작했다. 품격 있는 휴식과 명상, 소통 프로그램 등으로 직원들의 마음을 챙겨 조직 회복탄력성을 강화하고, 건강한 조직문화를 형성할 계획이다.

1박 2일로 운영하는 부부명상캠프는 직원 부부 총 160명을 대상으로 11월 말까지 포항 월포수련원에서 4차, 광양 고흥수련원에서 4차 총 8차수를 운영한다.

▲포스코인재창조원이 4월 5일 광양 고흥수련원에서 첫 번째 부부명상캠프를 열었다. ​

포스코인재창조원은 ‘당신과 나, 오롯이 둘만의 시간’을 주제로 한 이번 부부명상캠프가 직원 부부들에게 특별한 선물이 될 수 있도록 준비했다. 마음 근력을 다지는 명상과 부부간 배려와 이해를 쌓는 힐링 프로그램을 마련해 부부 오롯이 둘만의 시간을 보내며 서로의 마음을 챙길 수 있게 했다.

부부명상캠프는 명상과 힐링 시간으로 구성했다. 명상 프로그램에는 마음챙김 1분 명상, 자연속에서 걸으면서 자신의 소중함과 행복을 찾아가는 마인드풀 로드, 바디스캔 요가명상과 마음챙김 다도명상 등을 준비해 몸과 마음을 이완시키며 심리적 안정감을 느낄 수 있게 했다. 힐링 시간은 부부가 서로의 차이를 이해하고 원활하게 소통하는 법을 배우는 부부소통법 특강과 팝아트로 웨딩 사진을 그리며 추억을 되새기는 시간을 마련했다.

캠프에 참여한 직원은 “몸과 마음의 무거운 짐을 모두 내려놓고 부부관계에만 집중할 수 있는 소중한 시간이였다. 많은 동료들이 참여해 마음을 챙기는 여유를 갖으면 좋을 것 같다.”고 말했다.

캠프에 참여한 직원 배우자는 “명상캠프 시간을 마련해 준 포스코와 남편에게 감사하고, 집에 돌아가서도 매일 한가지 씩 감사를 나누고, 웃으며 지내기로 다짐했다”고 말했다.
부부명상캠프 참가를 원하는 직원들은 캠프 시작 한달 전 전시게시판에 공지되는 신청사이트에서(www.posco1004.com)
신청할 수 있다.

김지민 커뮤니케이터",김지민 커뮤니케이터,2023.05.18 14:33:09
상반기 포스코 현장 직책자 리더십 아카데미 운영(0),"- 4월 25일부터 7월 31일까지, 현장 직책자 3046명 대상 총 77차수 운영- 주요 현안 이해와 현장 조직관리 방안 토론 등 직책 별 맞춤 리더십 역량 강화


포스코인재창조원이 4월 25일 현장 직책자 대상 상반기 리더십 아카데미 교육을 시작했다.

▲4월 25일 경주 교육문화회관에서 열린 현장 직책자 리더십 아카데미에서 포항제철소 현장 직책자들이 강의를 듣고 있다.


이번 교육은 7월 31일까지 총 77차수로 진행하며, 교육에는 포스코 주임, 파트장, 부리더, 부공장장, 리더, 공장장 3046명의 현장 직책자들이 참석한다. 지난해까지 코로나 상황을 감안해 온라인으로 진행했으나, 올해부터는 다시 오프라인 집합교육으로 경주 교육문화회관과 광양 백운산수련원에서 열린다.
이번 리더십 아카데미 교육과정은 경영위기 상황과 2030세대로 조직구성원들이 교체되는 변화 속에서 조직을 이끄는 직책자들의 리더십 역량을 강화하는 다양한 콘텐츠들로 구성했다.

▲4월 26일 광양 백운산수련원에서 열린 현장 직책자 리더십 아카데미에서 광양제철소 현장 직책자들이 강의를 듣고 있다.


참석자들은 먼저 안전과 환경관리 등 제철소 주요 현안을 공유하며 회사에 대한 이해도를 높이고, 직책 별 역할에 따른 현장 조직관리 방안을 토론했다. 또 명상과 재테크 관련 교양강좌와 현장완결형 노무관리 기법에 대한 특강을 들었다.

교육에 참여한 포항 생산기술부 제품출하섹션 김원수 주임은 “오랜만에 집합교육에 참석해 같은 고민을 갖은 직책자들을 만나 함께 토론하는 뜻 깊은 시간이었다. 특히 요즘 2030세대와 소통관련 직책자로서 책임과 역할에 대해 많은 이야기를 나눴는데, 업무에서 잘 실천해 보겠다. ”고 말했다.

포스코인재창조원은 하반기에도 직책자들의 다양한 니즈를 반영한 리더십 아카데미 운영을 통해 현장 직책자들의 역량 강화를 지원할 계획이다.
김지민 커뮤니케이터",김지민 커뮤니케이터,2023.04.27 13:17:00
2023 포스코그룹 신임 직책자 리더십 과정 운영(2),"- 3월 28일부터 4월 27일까지, 신임 직책자 325명 참석- 리더로서 갖는 고민 함께 토론하고, 조직운영과 성관관리 관련 실천계획도 수립

포스코인재창조원이 3월 28일 23개 그룹사 신임 직책자 325명 대상 리더십 과정 운영에 들어갔다.

신임 부장ㆍ 그룹장 교육은 3월 28일부터 4월 6일까지 2차에 걸쳐 진행했으며,
 4월 4일 시작한 신임 리더ㆍ공장장 교육은 4월 27일까지 4차에 걸쳐 진행한다.

▲신임 부장ㆍ그룹장 리더십 과정 참석자들이 포스코경영연구원 박용삼 실장의 리얼밸류 강의를 듣고 있다.


교육은 러닝저니(learning journey)* 방식으로 진단, 온라인 학습, 토론 등을 통해 자기주도적인 학습이 이루어질 수 있도록 운영했으며, 신임 직책자들은 리더로서 역할을 명확히 이해하고, 조직관리와 전략과 혁신을 이끌 역량을 강화하는 시간을 가졌다.
*러닝저니(learning journey) : 최적의 학습방법과 콘텐츠를 순차적으로 제공하는 학습 형태.

교육대상자들은 입과 전에 ‘리얼밸류(Real Value)’와 ‘리더의 오판’ 강의를 온라인으로 수강하고, 업무에서 가졌던 고민과 궁금증 등을 제출했다. 신임 직책자들은 사전 수합한 내용을 바탕으로 조직관리, 성과창출, 리더십 관련 공통 이슈를 도출해 허심탄회한 토론을 진행했다. 또한 실천방안 수립 워크숍에서 신임 부장과 그룹장은 조직운영 전략에 대해, 리더와 공장장은 성과관리와 코칭 관련 실천 계획을 수립하며 현업 실행력을 높였다.
▲신임 리더ㆍ공장장 리더십 과정 참석자들이 성과관리와 코칭 방안에 대한 실천 계획을 수립하고 있다.


포스코인재창조원은 ‘1:1 리더십 코칭’, 맞춤형 학습 콘텐츠 ‘온보딩 레터’ 등 신임 직책자들이 학습할 수 있는 리더십 콘텐츠를 지속 지원해 나갈 계획이다.
김지민 커뮤니케이터",김지민 커뮤니케이터,2023.04.20 13:18:24
QSS 제조혁신 대표이사 워크숍 개최(0),"- 4월 13일부터 이틀간, 산업혁신운동에 참여하는 37개 중소기업 경영진 참석
- 혁신활동 이끄는 경영자 역할 등 논의하고, 혁신 우수기업 대양금속 벤치마킹

포스코인재창조원(원장 김순기)이
 4월 13일부터 이틀간 대전 유성호텔에서 ‘2023년 QSS제조혁신 대표이사 워크숍’을 열었다.



▲4월 13일 유성호텔에서 열린 QSS제조혁신 대표이사 워크숍에서 참석자들이 기념사진을 찍고 있다.


산업혁신운동에 참여하는 37개 중소기업 경영진들이 워크숍에 참석해 경영자 역할과 혁신활동 활성화 방안에 대해 논의하고, 혁신 우수기업을 벤치마킹하는 시간을 가졌다.
산업혁신운동은 주요 기업들이 대한상공회의소와 협력해 중소기업 혁신활동을 지원하는 상생사업으로, 포스코는 2013년부터 참여해 중소기업들의 생산현장을 개선하고, 에너지와 설비, 안전 관리 등을 지원해 오고 있다.

첫날 워크숍은 혁신활동 성공을 다짐하는 발대식으로 시작했다. 이후 포스코 ESG경영, 중소기업 스마트팩토리 전략과 실행방안, 산업혁신운동 참여기업의 성공스토리 등을 공유하며 혁신 필요성에 대한 공감대를 형성하고, 혁신활동을 이끌어갈 경영자 역할 등에 대해 토의했다.
둘째 날에는 산업통상자원부 장관상을 수상한 혁신 우수기업 대양금속을 방문했다. 안전관리와 생산성 등을 성공적으로 개선한 QSS제조혁신 현장을 견학하고, 혁신을 이끈 대양금속 사장과 담당자들과 면담하며 혁신 성공요인과 노하우 등을 공유 받았다.


▲중소기업 대표들이 혁신 우수 기업 대양금속 공장을 벤치마킹하고 있다.


워크숍에 참여한 국제물류 주정현 대표는 “혁신을 성공으로 이끄는 열쇠는 경영자의 열정과 의지라는 것을 다시 한번 느끼는 시간이었다. 앞으로 회사의 혁신활동을 적극 추진해 나갈 계획이다.”고 말했다.

포스코인재창조원은 앞으로도 QSS제조혁신 사업을 통해 중소기업 혁신역량 향상을 도모하고, 혁신관련 콘텐츠 공유 등 중소기업과 상생하는 다양한 활동들을 이어 나갈 계획이다.김지민 커뮤니케이터",김지민 커뮤니케이터,2023.04.19 14:50:04
해외 현지직원 교육 돕는 GTaLK 채널 오픈(0),"- 4월 3일 러닝플랫폼에, 사내강사용 FT, 일반직원용 EM 채널 2개로 구성
- 해외법인 교육역량 강화해 해외 현지직원들 소속감과 자부심 높여
포스코인재창조원이 4월 3일 러닝플랫폼에 해외 현지직원들에게 교육콘텐츠를 제공하는 ‘GTaLK(Global Teaching and Learning Kit)’ 채널을 오픈하고, 해외 현지직원들의 회사 이해도와 직무역량 향상을 돕는다.


▲러닝플랫폼 GTaLK 채널
GTaLK은 글로벌 신입사원 입문교육과 해외법인 사내강사 교안으로 활용하는 경영이념, 회사이해, 직무지식 관련 글로벌 표준콘텐츠다. 그동안은 일일이 이메일을 보내 사용하는 등 번거롭고 자료 보관과 접근성이 떨어지는 문제가 있었으나, 채널오픈으로 자료 업데이트와 신규자료 적시 제공이 가능하고 누구나 쉽게 접근 할 수 있게 됐다.

GTaLK 채널은 사내강사용 FT(facilitator) 채널과 일반직원용 EM(employee) 채널 2개로 구성했다. FT 채널은 사내강사들이 활용할 수 있는 21개 교안을 한국어, 영어, 중국어 3개 언어로 제공한다. EM 채널은 신입사원 등 일반직원들이 활용할 수 있는 자기주도 학습용 숏폼 콘텐츠 22개를 한국어, 영어, 중국어, 일본어, 인니어, 태국어, 베트남어, 스페인어 8개 언어로 제공한다. 특히, EM 채널에는 회사 이해도와 철강 직무기초역량 향상에 도움을 줄 수 있는 △포스코 역사 △포스코 창업정신 △철의 이해 △철강 제조공정의 4개 핵심 콘텐츠를 신규로 추가했다.

포스코인재창조원은 러닝플랫폼 GTaLK 채널에 경영이념, 리더십 관련 교육 콘텐츠를 최신자료로 지속 업데이트하고, 해외 가공센터 E직군 교육자료도 제공할 계획이다. 향후 P-Int’l, P-E&C 등에도 확대 적용하는 등 지속적인 콘텐츠 개발과 확산에 힘써 해외법인 교육역량을 강화하고, 해외 현지직원들의 소속감과 자부심을 높일 계획이다.
김지민 커뮤니케이터",김지민 커뮤니케이터,2023.04.05 13:30:04
2023년 포스코그룹 안전보건교육 시작(11),"- 산업안전보건법에 따른 의무 교육, 포스코그룹과 관계수급사 관리감독자 5500여 명 대상
- VR 활용한 간접 체험과 스마트 심폐소생술 실습 등 현장 안전실행력 강화
포스코인재창조원이 포스코그룹과 관계수급사 관리감독자 5500여 명을 대상으로 2023년 정기 안전보건교육을 시작했다. 현장 관리감독자들은 산업안전보건법에 따라 매년 의무 안전보건교육을 이수해야 한다.

▲안전보건교육 참석자들이 VR(virtual reality, 가상현실)기기를 활용해 안전사고를 간접 체험하고 있다.



포스코인재창조원은 체계적인 안전보건교육을 통해 관리감독자들의 역할인식과 안전역량을 향상하고 안전리더십을 강화할 계획이다.

교육은 직책 별 안전활동 계획수립, 안전사고 재발방지 대책수립, 위험성평가 등에 역점을 두고, 실습교육도 강화해 현장 주도 안전실행력을 높인다.

VR(virtual reality, 가상현실)기기를 활용한 끼임, 추락 등 안전사고 간접 체험과 심정지 상황에 필수적인 심폐소생술을 교육한다. 특히 심폐소생 실습 시, 압박 깊이와 속도 등을 확인할 수 있는 스마트칩을 심은 마네킹을 활용해 교육효과를 높일 계획이다.

▲안전보건교육 참석자들이 스마트 심폐소생술을 하고 있다.



프로그램은 회사별 교육 니즈와 안전역량에 맞춰 구성한다. 건설업, 제조업 등으로 교육과정을 세분화하고, 각 사별로 필요한 현장 사례에 초점을 맞춘다. 교육시간도 회사별 니즈를 반영해 다양하게 운영하고, 직접 회사를 방문해 교육하는 등 교육생들의 편의도 높일 계획이다.

교육에 참여한 직원은 “가상현실로 안전사고의 위험성을 피부로 느낄 수 있어 유익했다. 관리감독자의 역할을 명심하고 교육을 통해 알게 된 안전지식을 현장에 적용해 모두가 안전하게 근무할 수 있는 공장을 만들겠다.”고 말했다.
포스코인재창조원은 앞으로도 안전UCC, 안전카드뉴스 등 안전콘텐츠를 주기적으로 제작해 현장 직원 안전학습을 지원하는 등 포스코그룹 안전역량 향상에 기여할 계획이다.
김지민 커뮤니케이터",김지민 커뮤니케이터,2023.03.13 16:43:18
공정안전관리 내실 다지는 공정배관계장도 교육(12),"- 포항 EIC기술부와 협업해 2월 22일부터 3월 6일까지 4차수에 걸쳐 총 591명 교육- 공정배관계장도와 현장설비 일치화 강조하고 해석방법과 작성법 등 교육
포스코인재창조원이 포항제철소에서 대량 화학물질을 취급하는 설비 운전과 정비를 담당하는 직원 591명을 대상으로 2월 22일부터 3월 6일까지 총 4차수에 걸쳐 공정배관계장도(이하 P&ID) 교육을 했다.* 공정배관계장도(P&ID: Piping and Instrumentation Diagram) : 모든 공정장치, 동력기계, 배관, 공정제어 및 계기 등을 표시하고 이들 상호간에 연관관계를 나타내 주는 도면.▲포항제철소에서 열린 공장배관계장도 교육에서 EIC기술부 이경재 명장이 P&ID와 현장설비 일치화 중요성을 강조하고 있다.
포항 EIC기술부와 협업해 마련한 이번 교육은 한국산업안전보건공단 중대산업사고센터가 2년마다 실시하는 공정안전관리* 정기 수검에서 제기한 P&ID와 현장설비 일치화 필요성에 대한 공감대 형성과 내실 있는 공정안전관리를 목표로 했다.
* 공정안전관리(PSM: Process Safety Management): 중대산업사고를 야기할 가능성이 있는 공정ㆍ설비들을 체계적이고 지속적으로 관리하는 활동.
교육 참석자들은 P&ID와 현장설비의 정확한 관리방법과 도면과 현장설비의 불일치 부분 발견 시 개선방법 등을 학습했다. 특히 이경재 명장이 P&ID 정합성이 필요한 이유와 사고사례를 공유하며 P&ID와 현장설비 일치화를 강조했으며, 인재창조원 노영용 교수는 P&ID 작성법과 도면 해석 방법 등을 교육했다.
교육에 참석한 한 직원은 “P&ID와 현장설비의 불일치로 대형 사고가 발생할 수 있어, 운전과 정비 부서의 협업을 통한 P&ID 정합성 향상이 필수적이라는 것을 깨닫았다. 기호가 생소하고 낯설었는데 이번 교육에서 배운 도면 해석과 개선방법 등을 적용해 안전한 공장을 만들겠다” 고 말했다.

포스코인재창조원은 이번 교육이 재해나 대형사고로 이어질 수 있는 안전이슈 예방에 효과가 클 것으로 기대하며, 올해 상반기에 'P&ID 이해' 이러닝 과정도 개설해 직원들의 자발적인 반복 학습을 통한 역량 향상을 지원할 계획이다.
김지민 커뮤니케이터",김지민 커뮤니케이터,2023.03.09 13:46:10
